"","A. Abazov","A. Abramov","A. Akhjadov","A. Antonov","A. Aravin","A. Bairyev","A. Batyutin","A. Bychkov","A. Cherevko","A. Chernikov","A. Chibirov","A. Chochiev","A. Dashaev","A. Delkin","A. Demchenko","A. Dudiev","A. Ektov","A. Eliseev","A. Ermakov","A. Evseev","A. Fatullaev","A. Filin","A. Gadzhibekov","A. Gafar","A. Galoyan","A. Gasilin","A. Gilyazetdinov","A. Gladyshev","A. Gorbatyuk","A. Goryushkin","A. Grigoryan","A. Gritsaenko","A. Gurfov","A. Ivashin","A. Kalmykov","A. Kanishchev","A. Kasaev","A. Katrich","A. Katsaev","A. Kharitonov","A. Khokhlachev","A. Khripkov","A. Khubulov","A. Kireev","A. Kleshchenko","A. Kontsedalov","A. Korotaev","A. Koryan","A. Korzhunov","A. Krotov","A. Kulikov","A. Kutjin","A. Lelyukaev","A. Likhachev","A. Lisinkov","A. Lomakin","A. Lyakh","A. Makarchuk","A. Makarenko","A. Maksimenko","A. Makushkin","A. Maleev","A. Matsukatov","A. Mendel","A. Mesaninov","A. Mikhaylov","A. Mishchenko","A. Mukhametzyanov","A. Murnin","A. Nosov","A. Orekhov","A. Orlov","A. Pavlenko","A. Piskunov","A. Podbeltsev","A. Polyarus","A. Popov","A. Pugin","A. Radchenko","A. Rudenko","A. Ryabokobylenko","A. Ryazantsev","A. Sagitov","A. Sakovich","A. Salugin","A. SamsonovRotor","A. SamsonovTorpedo","A. Sanaia","A. Sapeta","A. Sarkisov","A. Semenov","A. Sergeev","A. Sharipov","A. Shavaev","A. Shchanitsin","A. Shumskikh","A. Skvortsov","A. Soldatenkov","A. Solodkov","A. Solovyev","A. Stavpets","A. Tekuchev","A. Tenyaev","A. Troshechkin","A. Verulidze","A. Voropaev","A. Voynov","A. Vyatkin","A. Zotov","Allef","D. Asani","D. Barkov","D. Buranov","D. Fomin","D. Kalikhanov","D. Kamenshchikov","D. Kartashov","D. Kaykov","D. Kayumov","D. Khubaev","D. Klopkov","D. Korobov","D. Kutin","D. Kvekveskiri","D. Magadiev","D. Makarov","D. Markitesov","D. Michurenkov","D. Mildzikhov","D. Nikitin","D. Penchikov","D. Pereverzev","D. Petrunin","D. Pletnev","D. Poyarkov","D. Prutsev","D. Redkovich","D. Samoilov","D. Sasin","D. Shilov","D. Sobolev","D. Talalay","D. Tikhiy","D. Tkachuk","D. Tregulov","D. Tsypchenko","D. Tumasyan","D. Utkin","D. Velikorodnyi","E. Andreev","E. Botaka","E. Bulia","E. Danilkin","E. Gapon","E. Ivanov","E. Kondakov","E. Lusikyan","E. Marichev","E. Nizamutdinov","E. Oancea","E. Pesegov","E. Pesikov","E. Popov","E. Rudkovski","E. Shlyakov","E. Spertsyan","E. Steshin","E. Strelov","E. Tatarinov","E. Yatchenko","F. Dvoretskov","F. Pervushin","F. Vasiev","G. Chirkin","G. Melkadze","G. Onugkha","G. Trufanov","I. Alshin","I. Andreev","I. Belous","I. Bezdenezhnykh","I. Chudin","I. Demin","I. Ediev","I. Gaponov","I. Gorbunov","I. Ivanchenko","I. Kamyshev","I. Khaimanov","I. Khleborodov","I. Khomukha","I. Kireev","I. Klimov","I. Kubyshkin","I. Kukharchuk","I. Kutergin","I. Kuzmichev","I. Kvekveskiri","I. Lebedenko","I. Leontyev","I. Maklakov","I. Martynov","I. Mazurov","I. Oleynikov","I. Paderin","I. Petrov","I. Ponomarev","I. Portnyagin","I. Samoshnikov","I. Sergeev","I. Shurygin","I. Taranov","I. Temnikov","I. Tlupov","I. Tucevic","I. Udaliy","I. Umaev","I. Viznovich","I. Vorotnikov","I. Yurchenko","I. Zhigulev","I. Zuev","IdrisaSambu","J. Lescano","K. Aliev","K. Bazelyuk","K. Garbuz","K. Gotsuk","K. Kertanov","K. Kovalev","K. Marushchak","K. Mashukov","K. Mullin","K. Saraev","K. Savichev","K. Shcherbakov","K. Suslov","Kaio","L. Gerchikov","L. Goglichidze","L. Mironov","L. Potapov","L. Sabua","M. Aktisov","M. Alibekov","M. Badu","M. Bagaev","M. Bakaev","M. Batov","M. Danilin","M. Elmurzaev","M. Fedak","M. Gaydukov","M. Glushenkov","M. Grigorjev","M. Ignatov","M. Kanaev","M. Kascelan","M. Kazankow","M. Komkov","M. Konate","M. Kutovoy","M. Kuzmin","M. Maksimov","M. Markin","M. Mashnev","M. Nasadyuk","M. Nenakhov","M. Palienko","M. Petrusev","M. Plopa","M. Sato","M. Sazonov","M. Semakin","M. Shaymordanov","M. Shiryaev","M. Shorkin","M. Sidorov","M. Sitdikov","M. Smirnov","M. Solovyev","M. Sultonov","M. Tishkin","M. Uridia","M. Uzhgin","M. Vasiljev","M. Vasilyev","M. Vityugov","M. Zemskov","M. Zhitnev","N. Bakalyuk","N. Bezlikhotnov","N. Bochko","N. Boyarkin","N. Drozdov","N. GlushkovBaltika","N. GlushkovChayka","N. Kakkoev","N. Kalinsky","N. Markov","N. Pokidyshev","N. Prudnikov","N. Radchenko","N. Razdorskikh","N. Salamatov","N. Sergeev","N. Timoshin","N. Umyarov","N. Zamaliev","N. Zaytsev","Nailson","O. Aleynik","O. Dmitriev","O. Kalugin","O. Kozhemyakin","O. Krasilnichenko","O. Lanin","O. Nikolaev","O. Polyakov","O. Shalaev","P. Dolgov","P. Golyshev","P. Ignatovich","P. Kireenko","P. Komolov","P. Maslov","P. Rozhkov","P. Shadrin","P. Stepanets","P. Ten","P. Volodkin","P. Yakovlev","Patrick","R. Abdullin","R. Bugaev","R. Ezhov","R. Gadzhimuradov","R. Galiakberov","R. Gordienko","R. Khalnazarov","R. Khayrullov","R. Kisil","R. Koryan","R. Kosyanchuk","R. Litvinov","R. Magal","R. Manuylov","R. Minaev","R. Mukhametshin","R. Navletov","R. Netfullin","R. Pukhov","R. Putilin","R. Shishkin","R. Vorobjev","R. Vorobyov","R. Yusupov","S. Aliev","S. BakaevSpartak","S. Borodin","S. Bozhin","S. Breev","S. Bryzgalov","S. Doumbia","S. Gasanov","S. Matviychuk","S. Nimely","S. Ponomarenko","S. Prychynenko","S. Samodin","S. Shustikov","S. Sukharev","T. Bukia","T. Pukhov","T. Thioub","V. Adaev","V. Aleynikov","V. Bartasevich","V. Bragin","V. Dubovoy","V. Dyadyun","V. Fedoriv","V. Galiulin","V. Ganus","V. Gorulev","V. Kalenkovich","V. Kamilov","V. Khozin","V. Korobkin","V. Lobkarev","V. Masternoy","V. Mikushin","V. Nikiforov","V. Pochivalin","V. Rudenko","V. Sarveli","V. Sirotov","V. Steklov","V. Stezhko","V. Tskhovrebov","V. Vasilyev","V. Yakimov","V. Zapryagaev","V. Zhironkin","V. Zinkov","Y. Gorshkov","Y. Kazaev","Y. Lebedev","Y. Morozov","Y. Zavezen"
"A. Abazov",0,2.31948270094864,2.1095023109729,2.6153393661244,1.91833260932509,2.22261107708929,2.15638586528478,1.72336879396141,2.07846096908265,1.95703857907809,2.2293496809608,2.53179778023443,2.1095023109729,2.64386081328046,2.1142374511866,2.54165300542777,1.99749843554382,2.6229754097208,1.93390796058137,2.06155281280883,1.994993734326,2.08086520466848,2.03715487874634,3.15277655408689,2.24722050542442,3.26955654485436,2.78388218141501,1.94422220952236,2.12367605815953,2.1,2.29782505861521,2.63818119165458,1.93390796058137,2.32163735324878,2.80535202782111,2.38746727726266,1.95192212959431,1.77200451466693,2.37697286480094,2.3388031127053,2.11896201004171,2.04939015319192,2.35372045918796,2.40831891575846,2.0952326839757,2.62868788561898,2.00249843945008,2.3259406699226,2.18632111090754,1.49666295470958,2.42280828791714,1.74355957741627,1.73205080756888,2.19544984001001,2.79284800875379,2.39165214862028,1.90262975904404,2.12837966537928,1.97484176581315,4.10121933088198,2.31516738055804,2.04450483002609,1.78605710994918,2.09523268397569,2.22036033111745,3.64417343165772,2.70924343682881,2.59615099714943,2.50998007960223,2.08086520466848,2.41660919471891,1.93390796058137,1.58745078663875,1.88148877222268,2.66270539113887,2.42280828791714,1.96977156035922,2.36643191323985,2.45967477524977,2.88270706107991,1.92093727122985,2.14476105895272,2.91032644217105,2.96479341607472,2.31300670124407,2.64764045897474,2.25388553391693,2.71661554144122,1.6062378404209,1.69115345252878,2.23159136044214,2.3388031127053,2.68141753555838,2.0174241001832,2.92745623366089,2.09045449603669,2.17944947177034,2.23606797749979,2.40416305603426,2.01246117974981,3.10805405358401,1.89472953214964,2.41039415863879,2.10713075057055,3.20468407179241,2.47184141886166,2.53179778023443,2.1540659228538,2.2,3.18276609256791,3.01496268633627,2.33666428910958,1.76635217326557,2.05426385841741,2.80713376952364,2.33452350598575,1.75783958312469,3.19687347262916,2.35159520326097,1.9723082923316,1.70293863659264,2.28910462845192,1.57480157480236,1.61245154965971,2.05182845286832,3.11769145362398,1.54919333848297,2.5219040425837,2.50998007960223,1.92353840616713,1.85472369909914,2.2248595461287,1.58113883008419,2.02731349327133,1.97737199332852,1.83847763108502,2.50199920063936,1.78605710994917,2.36220236220354,1.27279220613579,1.84661853126194,2.00997512422418,2.55147016443461,2.58650343127551,2.97825452236709,2.88444102037119,2.14709105535839,2.59229627936314,2.28035085019828,2.23606797749979,2.46981780704569,2.76586333718787,2.02484567313166,1.85472369909914,3.03315017762062,1.6583123951777,1.74928556845359,2.11660104885167,2.90516780926679,2.06639783197718,1.99749843554382,2.32808934536456,1.8411952639522,1.67630546142402,2.01494416796099,1.91049731745428,2.71477439209965,1.4560219778561,3.05286750449475,2.08326666559997,2.03224014329016,2.17715410570772,2.81780056072107,2.13775583264319,3.50713558335004,2.849561369755,2.78926513619627,2.44131112314674,2.83725219182222,2.49198715887542,2.56904651573303,2.14941852602047,3.05777697028413,2.37907545067406,2.35159520326097,2.4738633753706,2.27376340018041,1.86547581061776,2.5298221281347,2.62106848441623,2.33023603954621,2.76405499221705,2.6343879744639,2.02977831301844,2.36220236220354,3.74032084185301,2.49198715887542,1.9824227601599,2.53968501984006,1.84661853126194,1.91049731745428,1.81383571472171,2.11896201004171,2.25831795812724,2.5475478405714,1.87082869338697,2.73313007374329,2.27156333832011,2.13307290077015,3.02654919008431,2.54165300542777,2.02237484161567,2.17485631709315,2.64764045897474,2.43926218353009,2.51594912508182,2.5377155080899,2.00997512422418,3.55246393366632,2.68700576850888,2.24499443206436,1.93390796058137,2.34946802489415,3.75099986670221,2.40831891575846,2.21810730128188,1.76351920885484,2.30867927612304,3.06920185064456,1.56843871413581,2.12837966537928,2.04205778566621,2.66833281282527,3.24499614791759,2.28691932520585,1.7832554500127,2.2,2.17944947177034,2.18403296678416,1.58113883008419,1.99248588451713,2.44744765010408,2.06397674405503,2.7258026340878,3.73095162123553,1.93390796058137,1.56524758424985,1.81383571472171,1.75499287747842,2.49198715887542,2.0712315177208,2.38537208837531,2.17485631709315,2.97825452236709,2.28254244210266,2.04694894904587,1.78885438199983,2.36220236220354,2.26715680975093,2.30867927612304,2.40416305603426,2.66458251889485,2.2,3.86134691526156,2.94278779391243,1.67928556237467,1.79443584449264,2.20680764907139,2.31948270094864,1.94164878389476,2.42280828791714,2.06639783197718,1.86547581061776,2.72029410174709,2.24499443206436,2.05669638012031,1.88679622641132,2.65706605111728,2.04939015319192,2.2956480566498,2.03469899493758,2.73495886623547,2.77848879788996,3.01827765455731,2.14941852602047,2.74226184016042,2.2781571499789,2.96141857899217,2.13541565040626,2.65518360947035,2.62868788561898,1.82482875908947,1.60312195418814,3.4132096331752,1.62788205960997,2.51992063367083,2.13541565040626,2.151743479135,2.52388589282479,1.78885438199983,2.88790581563873,2.50199920063936,2.43515913237718,1.97484176581315,1.47648230602334,2.14709105535839,1.58113883008419,2.49599679486974,1.64012194668567,1.83303027798234,2.15870331449229,1.79443584449264,1.67332005306815,1.51657508881031,1.81107702762748,1.93390796058137,1.994993734326,2.08086520466848,1.9824227601599,2.14941852602047,2.46981780704569,1.67332005306815,2.0952326839757,2.26274169979695,1.90262975904404,2.04694894904587,1.9,2.5475478405714,2.43721152139079,1.77482393492988,1.81383571472171,1.69705627484771,3.23882694814033,3.37786915081091,1.89736659610103,2.00249843945008,2.19089023002066,3,2.09045449603669,2.19089023002066,2.24499443206436,3.06431068920891,2.13775583264319,1.64012194668567,2.83548937575156,2.17715410570772,1.89472953214964,2.43104915622864,1.60934769394311,2.10475651798492,1.63707055437449,2.26936114358204,3.60416425818802,2.57293606605372,2.86356421265527,2.05182845286832,2.48596057893121,2.83901391331568,2.35159520326097,2.20454076850486,2.24053565024081,2.4738633753706,2.77308492477241,2.19544984001001,2.50199920063936,2.12837966537928,2.46170672501823,2.17025344142107,2.60384331325831,2.82842712474619,2.87576076890968,3.36600653594137,1.75214154679352,2.44131112314674,3.39411254969543,2.19772609758359,2.60768096208106,2.85832118559129,2.35796522451032,2.23606797749979,2.92916370317536,1.96977156035922,1.86547581061776,3.01662062579967,2.69258240356725,1.72046505340853,2.13072757526625,1.55884572681199,2.77668867538296,2.95465734053883,2.1377558326432,2.62106848441623,1.58429795177549,1.71172427686237,3.0886890422961,2.74043792120894,2.40624188310319,1.72046505340852,2.28254244210267,2.33666428910958,2.54165300542777,2,2.90344622819159,2.96141857899217,2.02977831301844,1.50332963783729,2.50798724079689,1.84661853126194,2.35584379787795,1.96214168703486
"A. Abramov",2.31948270094864,0,2.84077454226836,3.10161248385416,2.95296461204668,3.104834939252,2.87228132326901,2.98161030317511,2.50199920063936,3.1859064644148,2.75136329843952,3.11287648325468,3.04466746952767,3.28481354113137,2.16101827849743,2.75317997958724,2.56320112359526,2.79642629082191,2.78567765543682,2.84780617317963,3.05286750449475,3.21714158842908,2.83725219182222,3.65513337649941,2.81957443597434,3.63730669589464,3.38378486313772,2.42899156029822,3.09030742807249,3.10966236109324,2.97657521322744,3.16543835826888,3.1559467676119,3.18276609256791,3.13847096529504,3.04630924234556,2.97825452236709,2.4454038521275,3.0967725134404,3.26036807738022,2.86181760425084,3.22490309931942,2.6153393661244,3.31963853453956,2.93087017795057,3.45108678534748,2.89654967159205,3.28481354113137,2.84604989415154,2.62678510731274,2.90688837074973,2.69814751264641,2.6153393661244,2.91547594742265,3.2893768406797,3.44963766213207,2.87749891398763,3.1543620591175,2.86006992921502,4.40454310910905,3.12729915422238,2.93257565972303,2.83019433961698,2.95803989154981,3.02158898594762,4.00499687890016,2.56124969497314,2.6153393661244,3.13687742827162,2.88617393793236,2.5298221281347,2.93598365118064,2.6229754097208,2.93257565972304,3.46842903920492,3.15753068076939,2.75680975041804,2.67955220139485,3.141655614481,3.51140997321589,3.00832179129826,3.38821486921948,3.35410196624968,3.55105618091294,2.59036676939772,3.05777697028413,2.849561369755,3.36452076825214,2.66458251889485,2.70924343682881,3.16859590355097,2.93087017795057,2.24722050542442,3.06431068920891,3.32415402771893,2.75499546279118,3.00832179129826,3.42928563989645,3.04630924234556,2.53179778023443,3.27108544675922,2.66270539113887,3.01496268633627,3.17804971641414,3.13528308131818,3.67559518989782,3.17962261911693,2.45356882927706,2.56124969497314,3.25115364140177,3.16701752442262,3.05614135798722,2.95296461204668,3.00998338865848,3.36749164809655,3.19843711834389,2.98831055949679,3.63042697213427,3.25422801905459,2.86879765755621,2.80356915377524,2.19089023002066,2.67955220139485,2.67581763205193,3.07408522978788,3.56089876295297,2.82488937836511,3.11448230047949,2.96647939483826,2.68700576850888,2.6153393661244,2.75862284482674,2.73495886623547,2.99499582637439,3.08382878902185,2.93257565972304,3.10805405358401,2.40208242989286,2.849561369755,2.46981780704569,2.67768556779918,2.98663690461361,2.47588368062799,2.94108823397055,3.51710107901379,3.48711915483254,2.93768616431368,3.20312347560939,3.01662062579967,2.89136645896019,3.3555923471125,3.34215499341368,2.83196045170126,2.72763633939717,3.41760149812701,2.68514431641951,2.36220236220354,2.84604989415154,3.86005181312375,2.98496231131986,2.81602556806574,3.00333148353624,2.51197133741609,2.60192236625154,2.77848879788996,3.03809150619266,2.44744765010408,2.49799919935936,3.43802268753422,3.18747549010184,3.01827765455731,3.13368792319848,2.08806130178211,3.39263909073747,3.80263066836631,3.64417343165772,3.32565782966318,3.30756708170824,3.34215499341368,3.26036807738022,3.74165738677394,3.104834939252,3.66742416417845,2.97657521322744,3.20468407179241,3.11448230047949,2.84077454226836,2.76767050061961,2.30651251893416,3.22335229225724,3.08058436014987,2.91547594742265,2.46576560118759,3.07245829914744,3.04959013639538,4.04598566482878,3.22645316098033,2.80535202782111,3.43365694267788,2.86530975637888,2.59036676939772,2.62488094968134,2.88963665535998,2.83901391331568,3.19530906173409,2.75680975041804,3.17017349682947,2.9563490998189,3.05122926047847,3.87298334620742,3.01662062579967,3.17332633052448,2.75862284482674,3.45687720348872,1.90525588832576,3.0935416596516,3.0854497241083,2.7459060435492,3.88329756778952,3.52703841770968,3.42636833980236,2.64952825989835,2.68328157299975,4.13884041731497,3.00998338865848,2.86705423736629,2.53179778023443,2.54361946839538,3.07896086366813,2.50199920063936,1.97737199332852,2.68514431641951,3.47850542618522,3.64554522671164,3.26036807738022,2.6944387170615,3.05614135798722,3.25115364140177,2.86181760425084,2.43721152139079,3.06104557300279,3.24499614791759,2.71661554144122,3.47419055320804,4.13521462562707,2.7495454169735,2.59036676939772,2.63248931621764,2.97657521322744,3.278719262151,2.79105714739057,2.77668867538296,2.85832118559129,3.52562051276084,2.02731349327133,3.01827765455731,2.6153393661244,3.22490309931942,3.14006369362152,2.92061637330205,3.15911379978626,2.15870331449229,3.13687742827162,4.15090351610345,3.72558720203943,2.75680975041804,2.75317997958724,3.14483703870328,3.02654919008431,2.84780617317963,3.28481354113137,2.68141753555838,3.06267856622271,3.55246393366632,2.84253408071038,2.72946881279124,2.97993288515027,3.27719392163479,3.14324672910034,2.84780617317963,2.52586618806302,3.56370593624109,2.91204395571221,3.7296112397943,2.86006992921502,3.05614135798722,2.66645832519468,3.32415402771893,2.92232783924049,3.28785644455472,2.83372546306095,2.61725046566048,2.45967477524977,3.88458491991101,2.60192236625154,3.21714158842908,2.6229754097208,2.93768616431368,3.54259791678367,2.6944387170615,3.02985148150862,3.07571129984594,3.23573793747269,2.88444102037119,2.69814751264641,2.71845544381364,2.61916017074176,3.16069612585582,2.66270539113887,2.73861278752583,3.00665927567458,3.02985148150862,2.69072480941474,2.6,2.87402157263998,2.92574776766556,3.25883414736006,2.79105714739057,2.83725219182222,3.06920185064456,3.20312347560939,2.76405499221705,2.98161030317511,2.70924343682881,3.13368792319848,3.08058436014987,2.99165506033032,2.26936114358204,3.22800247831379,2.62868788561898,2.88617393793236,2.71293199325011,2.82665880502051,3.38673884437522,2.81069386451104,2.94448637286709,2.9698484809835,3.40881210981186,3.17962261911693,3.0199337741083,3.2124756808418,3.24807635378234,2.64764045897474,2.7367864366808,3.49571165858971,2.94618397253125,2.44335834457412,3.3391615714128,2.62868788561898,3.43656805548792,2.55342906696074,2.75136329843952,3.79077828420497,2.66458251889485,3.31963853453957,2.84077454226836,3.46121365997535,3.42344855372474,3.06757233003559,3.0886890422961,3.36154726279432,2.51396101799531,3.38969025133566,3.03973683071413,2.70185121722126,2.70370116691915,3.60832371053374,1.9,3.38821486921948,3.4554305086342,2.1,3.64005494464026,2.57487863791675,3.2310988842807,3.27108544675922,2.81247222208505,3.19061122670876,3.22955105239103,3.02324329156619,3.05286750449475,3.48425027803687,2.61916017074176,2.61916017074176,3.42344855372474,3.11287648325467,2.78208554864871,3.31360830515618,2.70739727413618,2.87576076890968,3.19217793990247,3.27566787083184,3.13528308131818,2.65894716006167,2.7,3.49857113690718,3.50856095856977,3.01164406927512,2.97993288515027,3.10644491340181,3.19687347262915,3.53553390593274,3.19061122670876,2.87923600977759,3.18276609256791,3.09192496674806,2.30217288664427,3.22645316098034,2.39791576165636,2.9748949561287,2.96479341607472
"A. Akhjadov",2.1095023109729,2.84077454226836,0,2.63628526529281,2.76586333718787,3.19530906173409,2.41246761636296,2.65329983228432,2.33452350598575,2.82488937836511,2.63058928759318,2.18632111090754,2.83901391331568,2.91204395571221,2.63058928759318,2.18403296678416,2.24499443206436,2.44335834457412,2.55147016443461,2.13072757526625,2.66645832519468,2.84253408071038,2.93598365118064,3.21403173599764,2.35372045918796,2.78567765543682,2.95972971738975,2.2781571499789,2.30217288664427,2.94278779391243,2.45967477524977,2.93768616431368,3.10322412983658,3.11126983722081,3.20312347560939,2.13307290077015,2.32808934536456,2.09045449603669,2.71661554144122,3.12089730686545,2.08326666559996,3.19530906173409,2.42280828791714,2.97825452236708,2.73861278752583,3.42344855372474,2.44948974278318,2.88444102037119,2.2113344387496,2.51594912508182,2.82134719593318,2.17944947177034,2.3473389188611,2.96141857899217,3.01496268633627,3.00499584026334,2.26053091109146,3.17175030543074,2.1142374511866,3.86393581727233,3.03150127824482,2.84077454226836,2.68328157299975,3.09192496674806,2.71661554144122,3.62077339804633,3.38969025133566,3.14801524773944,2.91376045686669,2.40416305603426,2.36431808350738,2.51992063367083,2.62868788561898,2.67394839142419,2.84253408071038,2.84253408071038,2.5,2.3259406699226,2.73130005674953,3.23728281124773,2.93938769133981,2.69629375254255,2.93598365118064,2.88097205817759,2.24499443206436,2.86006992921502,2.84077454226836,2.99833287011299,2.65894716006167,2.05669638012031,3.41906419945575,2.17255609824004,2.70554985169374,2.65706605111728,2.86356421265527,2.69072480941474,2.81780056072107,3.31511689085016,2.47991935352745,2.18632111090754,3.82491829978105,2.29782505861521,2.74226184016042,3.18276609256791,2.93257565972303,3.41760149812701,2.81780056072107,2.68514431641951,2.87228132326901,3.40293990543471,2.79284800875379,2.44335834457412,2.63248931621764,3.00832179129826,2.95803989154981,2.54558441227157,2.49799919935936,3.20156211871642,2.3832750575626,2.7712812921102,2.37697286480094,2.75862284482674,2.47184141886165,2.55929677841395,2.81424945589406,3.25729949498047,2.35159520326097,2.74772633280682,2.62488094968134,2.71108834234519,2.39374184071716,2.18174242292714,2.26936114358204,2.41246761636296,2.83196045170126,2.51594912508182,3.08058436014987,2.06397674405503,2.47184141886165,2.17485631709315,2.31516738055804,2.64764045897474,3.58329457343378,2.55734237050888,3.19374388453426,2.85482048472404,2.73130005674953,2.62106848441623,2.26936114358204,2.26495033058122,3.02489669245083,2.14476105895272,2.9748949561287,2.61725046566048,3.43365694267788,2.55734237050888,2.43515913237718,2.16564078277077,3.62904946232481,2.50199920063936,2.33238075793812,2.67020598456374,2.5298221281347,2,2.80178514522438,2.35796522451032,3.18119474411737,2.3895606290697,2.51594912508182,3.11929479209644,2.94618397253125,3.00499584026334,3.07408522978788,3.0364452901378,3.00499584026334,3.17332633052449,2.76224546338663,2.65518360947035,2.5219040425837,2.66458251889484,3.08382878902185,3.1,2.9698484809835,2.93768616431367,2.96647939483826,2.59422435421457,2.6,2.86530975637888,2.75862284482674,2.72763633939717,3.00333148353624,3.26036807738022,3.33316666249979,2.75862284482674,2.91719042916296,3.59722114972099,2.81069386451104,2.62678510731274,3.2832910318764,2.39582971014219,2.36643191323985,2.48997991959775,2.22710574513201,2.3473389188611,2.64196896272458,2.65518360947035,2.68328157299975,2.49198715887542,2.79284800875379,3.41906419945575,2.67020598456374,2.80356915377524,2.84604989415154,2.82842712474619,3.104834939252,3.16859590355097,2.35159520326097,2.01246117974981,3.22335229225724,2.99499582637439,3.28176781628439,2.74043792120894,2.19317121994613,3.3166247903554,2.76586333718787,2.42693221990232,1.61864140562386,3.1304951684997,2.72213151776324,2.32163735324878,3.17490157327751,2.38746727726266,3.18904374382039,3.24961536185438,3.11448230047949,2.94788059459674,2.88963665535998,2.4576411454889,2.6343879744639,1.62788205960997,2.68700576850888,3.14960314960472,2.17025344142107,2.93938769133981,3.60138862107382,2.35159520326097,2.6343879744639,2.40831891575846,2.58650343127551,2.42899156029822,2.58843582110896,2.36643191323985,2.42899156029822,2.87402157263998,2.86006992921502,2.33238075793812,2.6134268690744,2.96141857899217,2.95465734053883,2.37907545067406,2.1,2.71845544381364,2.7,3.69323706252388,3.16701752442262,2.52784493195291,2.74043792120894,3.11448230047949,2.91032644217105,1.96468827043885,2.6343879744639,2.40831891575846,2.83725219182222,3.10322412983658,2.02237484161567,2.57681974534502,2.92403830344269,2.81247222208505,2.93768616431368,2.75317997958724,2.22934968096079,3.1859064644148,3.76164857476081,3.37045990927054,2.47991935352745,2.77308492477241,2.34093998214392,3.62491379207837,2.57487863791675,2.54558441227157,3.63042697213427,2.37907545067406,2.36643191323985,3.13687742827162,2.31084400165827,2.39582971014219,2.08566536146142,2.78567765543682,3.54118624192515,2.60192236625154,3.55668384875575,2.67020598456374,2.85306852353742,2.22036033111745,2.0712315177208,2.50199920063936,2.08086520466848,2.22261107708929,2.58069758011279,2.65894716006167,2.62488094968134,2.60192236625154,2.343074902772,2.20227155455452,2.55929677841394,2.57099202643649,2.85131548587665,2.24053565024081,2.69072480941474,3.1,2.5,2.40624188310319,2.75317997958724,1.99248588451713,2.90688837074973,3.09838667696593,2.59615099714943,3.05614135798722,3.25115364140177,2.77488738510232,2.28473193175917,2.23383079036887,3.05614135798722,2.81069386451104,2.74043792120894,2.77488738510232,3.06431068920891,2.97825452236708,2.9732137494637,2.43104915622864,3.21403173599764,2.65706605111728,2.37486841740758,2.5219040425837,2.86181760425084,2.7258026340878,2.58843582110896,2.58069758011279,2.04450483002609,3.2124756808418,2.26495033058122,2.18632111090754,3.53836120259083,3.28176781628439,2.67020598456374,2.39582971014219,3.19217793990247,3.20468407179241,2.50199920063936,3.21091887160046,3.11287648325468,3.17332633052448,2.96647939483826,2.43104915622864,2.98831055949679,2.43310501211929,2.94108823397055,2.9732137494637,2.45967477524977,3.08382878902185,3.17175030543074,3.27108544675922,2.11660104885167,2.68886593194975,3.37490740613724,2.6229754097208,2.02237484161567,3.7868192457523,2.76224546338663,3.07083050655682,3.17017349682947,2.83372546306095,2.19772609758359,3.05122926047847,2.54558441227157,2.43104915622864,3.2542280190546,2.64952825989835,2.2494443758404,2.8,3.35857112474933,2.92574776766556,2.46576560118759,2.54950975679639,3.10966236109324,3.0886890422961,2.54165300542777,2.61725046566048,2.73861278752583,2.82311884269862,3.07408522978788,2.98831055949679,3.17175030543074,2.68700576850888,2.71477439209964,2.18860686282393,2.42074368738204,2.03960780543711,3,2.73130005674953
